Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Key,FP,FPPG,FPPM,MPG,FPR
Dean Wade,26,CLE,PF,44,13,891,73,177,.412,45,127,.354,28,50,.560,.540,15,23,.652,20,130,150,37,28,21,17,89,206,0,,dean-wade,336,7.6,0.38,20.2,2.9
Deandre Ayton,24,PHO,C,67,67,2035,522,887,.589,7,24,.292,515,863,.597,.592,152,200,.760,172,495,667,115,37,53,120,190,1203,0,,deandre-ayton,1765,26.3,0.87,30.4,22.8
De'Andre Hunter,25,ATL,SF,67,67,2126,379,822,.461,100,286,.350,279,536,.521,.522,171,207,.826,46,238,284,94,35,17,82,199,1029,0,,deandre-hunter,1178,17.6,0.55,31.7,9.7
DeAndre Jordan,34,DEN,C,39,8,586,88,115,.765,1,1,1.000,87,114,.763,.770,22,48,.458,52,150,202,34,12,23,48,71,199,0,,deandre-jordan,351,9.0,0.6,15.0,5.4
De'Anthony Melton,24,PHI,SG,77,58,2150,277,651,.425,157,403,.390,120,248,.484,.546,69,87,.793,69,243,312,197,126,41,102,191,780,0,,deanthony-melton,1163,15.1,0.54,27.9,8.2
Dejounte Murray,26,ATL,SG,74,74,2693,612,1319,.464,133,387,.344,479,932,.514,.514,158,190,.832,53,336,389,448,112,19,160,106,1515,1,,dejounte-murray,2217,30.0,0.82,36.4,24.7
Delon Wright,30,WAS,PG,50,14,1221,138,291,.474,41,119,.345,97,172,.564,.545,52,60,.867,58,122,180,194,92,17,44,59,369,0,,delon-wright,749,15.0,0.61,24.4,9.2
DeMar DeRozan,33,CHI,SF,74,74,2682,657,1303,.504,46,142,.324,611,1161,.526,.522,456,523,.872,34,309,343,377,83,36,153,186,1816,0,"CPOY-3,AS",demar-derozan,2316,31.3,0.86,36.2,27.0
Deni Avdija,22,WAS,SF,76,40,2020,253,579,.437,69,232,.297,184,347,.530,.497,122,165,.739,74,413,487,211,65,29,123,209,697,0,,deni-avdija,1157,15.2,0.57,26.6,8.7
Dennis Schröder,29,LAL,PG,66,50,1986,270,650,.415,74,225,.329,196,425,.461,.472,216,252,.857,21,144,165,298,50,10,112,145,830,0,,dennis-schroder,1096,16.6,0.55,30.1,9.2
Dennis Smith Jr.,25,CHO,PG,54,15,1390,186,452,.412,24,111,.216,162,341,.475,.438,78,106,.736,27,140,167,261,75,25,82,122,474,0,,dennis-smith,798,14.8,0.57,25.7,8.5
Deonte Burton,29,SAC,PF,2,0,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,deonte-burton,0,0.0,0.0,3.0,0.0
Dereon Seabron,22,NOP,SG,5,0,12,2,5,.400,0,0,,2,5,.400,.400,0,0,,1,0,1,0,0,0,0,1,4,0,,dereon-seabron,4,0.8,0.33,2.4,0.3
Derrick Jones Jr.,25,CHI,PF,64,0,893,115,230,.500,27,80,.338,88,150,.587,.559,62,84,.738,60,93,153,34,29,37,25,86,319,0,,derrick-jones,461,7.2,0.52,14.0,3.7
Derrick Rose,34,NYK,PG,27,0,338,61,159,.384,19,63,.302,42,96,.438,.443,11,12,.917,8,32,40,46,7,5,22,18,152,0,,derrick-rose,210,7.8,0.62,12.5,4.8
Derrick White,28,BOS,SG,82,70,2319,350,758,.462,149,391,.381,201,367,.548,.560,168,192,.875,52,241,293,321,54,76,95,177,1017,0,,derrick-white,1489,18.2,0.64,28.3,11.7
Desmond Bane,24,MEM,SG,58,58,1841,450,939,.479,166,407,.408,284,532,.534,.568,181,205,.883,43,248,291,254,56,22,126,150,1247,0,,desmond-bane,1594,27.5,0.87,31.7,23.8
Devin Booker,26,PHO,SG,53,53,1835,527,1067,.494,111,316,.351,416,751,.554,.546,306,358,.855,46,194,240,293,51,18,145,159,1471,0,,devin-booker,1769,33.4,0.96,34.6,32.2
Devin Vassell,22,SAS,SG,38,32,1178,261,595,.439,103,266,.387,158,329,.480,.525,78,100,.780,8,140,148,136,43,17,57,57,703,0,,devin-vassell,933,24.6,0.79,31.0,19.4
Devon Dotson,23,WAS,PG,6,0,53,1,10,.100,1,4,.250,0,6,.000,.150,0,0,,6,4,10,8,5,0,3,9,3,0,,devon-dotson,14,2.3,0.26,8.8,0.6
Devonte' Graham,27,2TM,PG,73,8,1338,161,431,.374,119,338,.352,42,93,.452,.512,98,131,.748,19,103,122,196,45,16,53,79,539,0,,devonte-graham,786,10.8,0.59,18.3,6.3
Dewayne Dedmon,33,2TM,C,38,1,426,77,151,.510,12,39,.308,65,112,.580,.550,33,49,.673,34,100,134,26,9,19,25,75,199,0,,dewayne-dedmon,287,7.6,0.67,11.2,5.1
Dillon Brooks,27,MEM,SF,73,73,2214,392,991,.396,143,439,.326,249,552,.451,.468,120,154,.779,45,199,244,189,65,16,104,240,1047,0,,dillon-brooks,1217,16.7,0.55,30.3,9.2
Domantas Sabonis,26,SAC,C,79,79,2736,577,938,.615,31,83,.373,546,855,.639,.632,325,438,.742,251,722,973,573,65,39,230,279,1510,14,"MVP-7,AS,NBA3",domantas-sabonis,2651,33.6,0.97,34.6,32.5
Dominick Barlow,19,SAS,PF,28,0,408,46,86,.535,0,4,.000,46,82,.561,.535,18,25,.720,46,56,102,24,10,19,15,56,110,0,,dominick-barlow,194,6.9,0.48,14.6,3.3
Donovan Mitchell,26,CLE,SG,68,68,2432,679,1402,.484,245,635,.386,434,767,.566,.572,319,368,.867,63,226,289,301,99,27,180,168,1922,0,"MVP-6,CPOY-6,AS,NBA2",donovan-mitchell,2290,33.7,0.94,35.8,31.7
Donovan Williams,21,ATL,SG,2,0,4,2,5,.400,0,2,.000,2,3,.667,.400,0,0,,0,2,2,0,0,0,0,0,4,0,,donovan-williams,6,3.0,1.5,2.0,4.5
Donte DiVincenzo,26,GSW,SG,72,36,1894,235,540,.435,150,378,.397,85,162,.525,.574,58,71,.817,80,245,325,252,97,10,112,133,678,0,,donte-divincenzo,1117,15.5,0.59,26.3,9.1
Dorian Finney-Smith,29,2TM,PF,66,66,2009,196,501,.391,114,338,.337,82,163,.503,.505,45,59,.763,114,202,316,100,55,36,62,144,551,0,,dorian-finney-smith,852,12.9,0.42,30.4,5.5
Doug McDermott,31,SAS,SF,64,0,1314,239,523,.457,123,298,.413,116,225,.516,.575,53,70,.757,23,116,139,91,13,6,58,118,654,0,,doug-mcdermott,727,11.4,0.55,20.5,6.3
Draymond Green,32,GSW,PF,73,73,2297,250,474,.527,40,131,.305,210,343,.612,.570,77,108,.713,66,459,525,500,74,60,204,229,617,0,DPOY-4,draymond-green,1343,18.4,0.58,31.5,10.8
Drew Eubanks,25,POR,C,78,28,1584,214,334,.641,7,18,.389,207,316,.655,.651,83,125,.664,132,286,418,103,40,102,67,169,518,0,,drew-eubanks,945,12.1,0.6,20.3,7.2
Dru Smith,25,2TM,SG,15,1,158,18,45,.400,5,19,.263,13,26,.500,.456,3,3,1.000,2,22,24,22,10,4,3,23,44,0,,dru-smith,78,5.2,0.49,10.5,2.6
Duane Washington Jr.,22,PHO,SG,31,3,394,94,256,.367,40,111,.360,54,145,.372,.445,16,24,.667,2,34,36,63,6,4,34,23,244,0,,duane-washington,296,9.5,0.75,12.7,7.2
Duncan Robinson,28,MIA,SF,42,1,691,88,237,.371,63,192,.328,25,45,.556,.504,29,32,.906,8,61,69,46,14,0,28,77,268,0,,duncan-robinson,292,7.0,0.42,16.5,2.9
Dwight Powell,31,DAL,C,76,64,1458,197,269,.732,0,5,.000,197,264,.746,.732,112,168,.667,149,165,314,69,48,26,65,209,506,0,,dwight-powell,689,9.1,0.47,19.2,4.3
Dylan Windler,26,CLE,SF,3,0,10,2,3,.667,1,2,.500,1,1,1.000,.833,0,0,,0,0,0,1,1,0,1,0,5,0,,dylan-windler,6,2.0,0.6,3.3,1.2
Dyson Daniels,19,NOP,PG,59,11,1042,87,208,.418,27,86,.314,60,122,.492,.483,26,40,.650,36,152,188,134,43,11,57,99,227,0,,dyson-daniels,447,7.6,0.43,17.7,3.3
Edmond Sumner,27,BRK,SG,53,12,736,124,269,.461,31,87,.356,93,182,.511,.519,99,108,.917,13,66,79,68,31,10,50,83,378,0,,edmond-sumner,433,8.2,0.59,13.9,4.8
Eric Gordon,34,2TM,SG,69,58,1965,291,653,.446,132,356,.371,159,297,.535,.547,142,173,.821,16,118,134,183,43,25,104,78,856,0,,eric-gordon,1059,15.3,0.54,28.5,8.3
Eugene Omoruyi,25,2TM,SF,40,6,645,101,228,.443,25,89,.281,76,139,.547,.498,51,75,.680,43,68,111,28,28,3,34,91,278,0,,eugene-omoruyi,323,8.1,0.5,16.1,4.0
Evan Fournier,30,NYK,SG,27,7,459,56,166,.337,35,114,.307,21,52,.404,.443,18,21,.857,4,45,49,36,16,3,22,46,165,0,,evan-fournier,201,7.4,0.44,17.0,3.3
Evan Mobley,21,CLE,PF,79,79,2715,525,947,.554,22,102,.216,503,845,.595,.566,205,304,.674,187,524,711,224,60,119,146,218,1277,0,DPOY-3,evan-mobley,2027,25.7,0.75,34.4,19.2
Facundo Campazzo,31,DAL,PG,8,0,52,3,13,.231,3,11,.273,0,2,.000,.346,1,2,.500,0,2,2,9,6,0,3,3,10,0,,facundo-campazzo,21,2.6,0.4,6.5,1.1
Frank Jackson,24,UTA,PG,1,0,5,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,1,2,1,0,0,0,0,0,0,,frank-jackson,3,3.0,0.6,5.0,1.8
Frank Kaminsky,29,2TM,C,36,0,235,31,63,.492,13,33,.394,18,30,.600,.595,14,16,.875,7,45,52,32,6,4,9,22,89,0,,frank-kaminsky,152,4.2,0.65,6.5,2.7
Frank Ntilikina,24,DAL,SG,47,5,607,48,132,.364,17,67,.254,31,65,.477,.428,22,33,.667,7,55,62,58,16,7,29,65,135,0,,frank-ntilikina,184,3.9,0.3,12.9,1.2
Franz Wagner,21,ORL,SF,80,80,2609,542,1118,.485,130,360,.361,412,758,.544,.543,271,322,.842,70,259,329,283,77,17,167,183,1485,0,,franz-wagner,1841,23.0,0.71,32.6,16.2
Fred VanVleet,28,TOR,PG,69,69,2535,437,1112,.393,207,606,.342,230,506,.455,.486,254,283,.898,30,250,280,495,123,38,140,193,1335,1,,fred-vanvleet,1938,28.1,0.76,36.7,21.5
Furkan Korkmaz,25,PHI,SG,37,0,353,48,111,.432,18,46,.391,30,65,.462,.514,26,36,.722,6,36,42,22,10,3,24,18,140,0,,furkan-korkmaz,175,4.7,0.5,9.5,2.3
Gabe Vincent,26,MIA,PG,68,34,1759,228,567,.402,117,350,.334,111,217,.512,.505,68,78,.872,27,118,145,167,62,5,92,154,641,0,,gabe-vincent,774,11.4,0.44,25.9,5.0
Gabe York,29,IND,SG,3,0,56,8,21,.381,6,18,.333,2,3,.667,.524,2,2,1.000,0,6,6,5,2,0,0,5,24,0,,gabe-york,32,10.7,0.57,18.7,6.1
Garrett Temple,36,NOP,SG,25,0,162,18,45,.400,11,26,.423,7,19,.368,.522,3,4,.750,5,12,17,13,9,2,4,15,50,0,,garrett-temple,72,2.9,0.44,6.5,1.3
Garrison Mathews,26,2TM,SG,54,0,686,73,201,.363,63,180,.350,10,21,.476,.520,48,53,.906,11,62,73,26,24,5,19,62,257,0,,garrison-mathews,304,5.6,0.44,12.7,2.5
Gary Harris,28,ORL,SG,48,42,1184,138,307,.450,94,218,.431,44,89,.494,.603,27,30,.900,21,77,98,59,45,12,28,93,397,0,,gary-harris,490,10.2,0.41,24.7,4.2
Gary Payton II,30,2TM,SG,22,1,367,41,69,.594,13,26,.500,28,43,.651,.688,6,7,.857,24,45,69,30,22,5,16,43,101,0,,gary-payton,168,7.6,0.46,16.7,3.5
Gary Trent Jr.,24,TOR,SG,66,44,2118,405,935,.433,166,450,.369,239,485,.493,.522,172,205,.839,30,143,173,106,104,14,55,102,1148,0,,gary-trent,1388,21.0,0.66,32.1,13.8
George Hill,36,2TM,SG,46,1,834,78,166,.470,34,95,.358,44,71,.620,.572,42,55,.764,15,70,85,110,26,6,34,55,232,0,,george-hill,370,8.0,0.44,18.1,3.6
Georges Niang,29,PHI,PF,78,1,1512,222,502,.442,154,384,.401,68,118,.576,.596,39,45,.867,19,166,185,77,30,14,54,145,637,0,,georges-niang,744,9.5,0.49,19.4,4.7
Giannis Antetokounmpo,28,MIL,PF,63,63,2024,707,1278,.553,47,171,.275,660,1107,.596,.572,498,772,.645,137,605,742,359,52,51,246,197,1959,6,"MVP-3,DPOY-6,AS,NBA1",giannis-antetokounmpo,2720,43.2,1.34,32.1,58.0
Goga Bitadze,23,2TM,C,38,1,457,69,125,.552,6,26,.231,63,99,.636,.576,23,42,.548,61,76,137,39,16,26,22,64,167,0,,goga-bitadze,299,7.9,0.65,12.0,5.1
Goran Dragić,36,2TM,PG,58,0,870,141,335,.421,52,145,.359,89,190,.468,.499,31,45,.689,16,65,81,151,13,4,63,65,365,0,,goran-dragic,486,8.4,0.56,15.0,4.7
Gordon Hayward,32,CHO,SF,50,50,1577,276,581,.475,52,160,.325,224,421,.532,.520,129,159,.811,33,182,215,206,42,12,99,70,733,0,,gordon-hayward,1039,20.8,0.66,31.5,13.7
Gorgui Dieng,33,SAS,C,31,1,358,45,117,.385,21,75,.280,24,42,.571,.474,10,13,.769,27,80,107,53,4,14,32,57,121,0,,gorgui-dieng,210,6.8,0.59,11.5,4.0
Grant Williams,24,BOS,PF,79,23,2045,216,476,.454,115,291,.395,101,185,.546,.575,94,122,.770,87,276,363,131,41,31,82,192,641,0,,grant-williams,933,11.8,0.46,25.9,5.4
Grayson Allen,27,MIL,SG,72,70,1972,245,557,.440,146,366,.399,99,191,.518,.571,114,126,.905,61,176,237,163,62,14,72,117,750,0,,grayson-allen,1037,14.4,0.53,27.4,7.6
Greg Brown III,21,POR,PF,16,0,93,11,28,.393,1,7,.143,10,21,.476,.411,5,12,.417,2,17,19,3,4,5,6,13,28,0,,greg-brown,40,2.5,0.43,5.8,1.1
Hamidou Diallo,24,DET,SF,56,0,996,215,375,.573,5,21,.238,210,354,.593,.580,87,148,.588,57,137,194,55,53,16,71,124,522,0,,hamidou-diallo,645,11.5,0.65,17.8,7.5
Harrison Barnes,30,SAC,PF,82,82,2662,374,791,.473,132,353,.374,242,438,.553,.556,350,413,.847,87,279,366,128,57,10,86,103,1230,0,,harrison-barnes,1602,19.5,0.6,32.5,11.8
Haywood Highsmith,26,MIA,PF,54,11,969,93,216,.431,37,109,.339,56,107,.523,.516,13,28,.464,57,131,188,43,36,17,45,82,236,0,,haywood-highsmith,393,7.3,0.41,17.9,3.0
Herbert Jones,24,NOP,PF,66,66,1951,235,501,.469,56,167,.335,179,334,.536,.525,123,161,.764,97,172,269,162,103,42,88,208,649,0,,herbert-jones,929,14.1,0.48,29.6,6.7
Immanuel Quickley,23,NYK,SG,81,21,2344,419,936,.448,168,454,.370,251,482,.521,.537,203,248,.819,58,279,337,279,80,14,100,166,1209,0,6MOY-2,immanuel-quickley,1653,20.4,0.71,28.9,14.4
Isaac Okoro,22,CLE,SF,76,46,1652,175,354,.494,62,171,.363,113,183,.617,.582,78,103,.757,52,135,187,87,56,30,42,158,490,0,,isaac-okoro,650,8.6,0.39,21.7,3.4
Isaiah Hartenstein,24,NYK,C,82,8,1626,175,327,.535,8,37,.216,167,290,.576,.547,48,71,.676,209,327,536,102,53,64,66,213,406,0,,isaiah-hartenstein,882,10.8,0.54,19.8,5.8
Isaiah Jackson,21,IND,C,63,12,1042,179,318,.563,2,14,.143,177,304,.582,.566,95,146,.651,113,169,282,51,31,93,51,154,455,0,,isaiah-jackson,707,11.2,0.68,16.5,7.6
Isaiah Joe,23,OKC,SG,73,10,1395,224,508,.441,161,394,.409,63,114,.553,.599,82,100,.820,27,148,175,88,48,8,39,105,691,0,,isaiah-joe,866,11.9,0.62,19.1,7.4
Isaiah Livers,24,DET,PF,52,22,1199,120,288,.417,74,203,.365,46,85,.541,.545,32,39,.821,28,115,143,41,28,28,30,103,346,0,,isaiah-livers,453,8.7,0.38,23.1,3.3
Isaiah Mobley,23,CLE,PF,12,0,84,12,28,.429,3,8,.375,9,20,.450,.482,4,4,1.000,4,16,20,3,4,3,1,8,31,0,,isaiah-mobley,52,4.3,0.62,7.0,2.7
Isaiah Roby,24,SAS,PF,42,2,474,67,155,.432,18,60,.300,49,95,.516,.490,20,41,.488,21,86,107,38,18,7,31,53,172,0,,isaiah-roby,258,6.1,0.54,11.3,3.3
Isaiah Stewart,21,DET,C,50,47,1414,195,441,.442,67,205,.327,128,236,.542,.518,110,149,.738,115,288,403,70,20,34,68,133,567,0,,isaiah-stewart,893,17.9,0.63,28.3,11.3
Isaiah Todd,21,WAS,PF,6,1,61,3,19,.158,1,10,.100,2,9,.222,.184,2,2,1.000,2,10,12,4,1,0,2,4,9,0,,isaiah-todd,20,3.3,0.33,10.2,1.1
Ish Smith,34,DEN,PG,43,0,398,52,131,.397,2,12,.167,50,119,.420,.405,2,4,.500,5,49,54,100,8,7,44,33,108,0,,ish-smith,200,4.7,0.5,9.3,2.3
Ish Wainright,28,PHO,SF,60,2,915,84,227,.370,57,173,.329,27,54,.500,.496,26,31,.839,45,94,139,53,38,22,22,117,251,0,,ish-wainright,364,6.1,0.4,15.2,2.4
Ivica Zubac,25,LAC,C,76,76,2170,326,514,.634,0,2,.000,326,512,.637,.634,166,238,.697,236,520,756,77,29,98,117,219,818,0,,ivica-zubac,1442,19.0,0.66,28.6,12.6
Ja Morant,23,MEM,PG,61,59,1948,566,1214,.466,92,300,.307,474,914,.519,.504,372,497,.748,61,296,357,493,66,16,206,100,1596,7,"MVP-12,AS",ja-morant,2222,36.4,1.14,31.9,41.5
Jabari Smith Jr.,19,HOU,PF,79,79,2451,364,892,.408,120,391,.307,244,501,.487,.475,162,206,.786,122,447,569,101,43,74,104,227,1010,0,,jabari-smith,1466,18.6,0.6,31.0,11.1
Jabari Walker,20,POR,SF,56,0,619,83,198,.419,16,56,.286,67,142,.472,.460,34,45,.756,48,83,131,34,10,13,29,69,216,0,,jabari-walker,306,5.5,0.49,11.1,2.7
Jack White,25,DEN,SF,17,0,66,8,19,.421,3,9,.333,5,10,.500,.500,2,3,.667,6,11,17,4,3,2,2,9,21,0,,jack-white,36,2.1,0.55,3.9,1.2
Jacob Gilyard,24,MEM,PG,1,0,41,1,3,.333,1,3,.333,0,0,,.500,0,0,,0,4,4,7,3,0,2,3,3,0,,jacob-gilyard,12,12.0,0.29,41.0,3.5
Jaden Hardy,20,DAL,SG,48,5,708,146,333,.438,63,156,.404,83,177,.469,.533,65,79,.823,11,78,89,65,17,7,46,64,420,0,,jaden-hardy,488,10.2,0.69,14.8,7.0
Jaden Ivey,20,DET,SG,74,73,2304,409,983,.416,120,350,.343,289,633,.457,.477,266,356,.747,73,215,288,387,61,17,237,242,1204,0,ROY-6,jaden-ivey,1478,20.0,0.64,31.1,12.8
Jaden McDaniels,22,MIN,SF,79,79,2416,370,716,.517,107,269,.398,263,447,.588,.591,106,144,.736,92,215,307,148,74,76,112,272,953,0,,jaden-mcdaniels,1174,14.9,0.49,30.6,7.2
Jaden Springer,20,PHI,SG,16,2,89,17,35,.486,2,5,.400,15,30,.500,.514,6,8,.750,6,8,14,8,7,3,3,15,42,0,,jaden-springer,56,3.5,0.63,5.6,2.2
Jae Crowder,32,MIL,PF,18,3,340,45,94,.479,24,55,.436,21,39,.538,.606,10,12,.833,17,52,69,27,12,6,7,27,124,0,,jae-crowder,204,11.3,0.6,18.9,6.8
Jae'Sean Tate,27,HOU,SF,31,7,677,110,229,.480,13,46,.283,97,183,.530,.509,50,69,.725,41,77,118,84,21,7,47,106,283,0,,jaesean-tate,360,11.6,0.53,21.8,6.2
Jake LaRavia,21,MEM,PF,35,0,414,37,95,.389,24,71,.338,13,24,.542,.516,7,9,.778,19,44,63,21,12,4,18,49,105,0,,jake-laravia,138,3.9,0.33,11.8,1.3
Jakob Poeltl,27,2TM,C,72,71,1906,389,618,.629,0,1,.000,389,617,.630,.629,119,201,.592,236,417,653,197,66,86,125,195,897,0,,jakob-poeltl,1579,21.9,0.83,26.5,18.2
Jalen Brunson,26,NYK,PG,68,68,2379,587,1195,.491,134,322,.416,453,873,.519,.547,325,392,.829,40,201,241,421,61,15,142,152,1633,0,"MVP-12,CPOY-4",jalen-brunson,2077,30.5,0.87,35.0,26.7
Jalen Duren,19,DET,C,67,31,1670,258,398,.648,0,2,.000,258,396,.652,.648,96,157,.611,229,366,595,75,44,59,92,182,612,0,,jalen-duren,1111,16.6,0.67,24.9,11.0
Jalen Green,20,HOU,SG,76,76,2602,566,1359,.416,187,554,.338,379,805,.471,.485,364,463,.786,43,241,284,281,59,18,200,131,1683,0,,jalen-green,1994,26.2,0.77,34.2,20.1
Jalen Johnson,21,ATL,SF,70,6,1042,158,322,.491,30,104,.288,128,218,.587,.537,49,78,.628,51,231,282,83,38,34,41,113,395,0,,jalen-johnson,678,9.7,0.65,14.9,6.3
Jalen McDaniels,25,2TM,SF,80,24,1913,281,617,.455,77,232,.332,204,385,.530,.518,116,138,.841,63,283,346,130,83,34,93,209,755,0,,jalen-mcdaniels,1046,13.1,0.55,23.9,7.1
Jalen Smith,22,IND,C,68,31,1279,242,508,.476,54,191,.283,188,317,.593,.530,104,137,.759,129,265,394,66,21,60,72,153,642,0,,jalen-smith,958,14.1,0.75,18.8,10.6
Jalen Suggs,21,ORL,SG,53,19,1246,186,444,.419,66,202,.327,120,242,.496,.493,86,119,.723,55,106,161,155,67,27,94,120,524,0,,jalen-suggs,720,13.6,0.58,23.5,7.9
Jalen Williams,21,OKC,SG,75,62,2276,414,794,.521,73,205,.356,341,589,.579,.567,155,191,.812,84,253,337,248,103,35,123,191,1056,0,ROY-2,jalen-williams,1465,19.5,0.64,30.3,12.6
Jamal Cain,23,MIA,PF,18,0,240,37,66,.561,7,20,.350,30,46,.652,.614,17,22,.773,15,37,52,12,11,1,6,21,98,0,,jamal-cain,147,8.2,0.61,13.3,5.0
