Player,Player Link,Player Key,Team,Team Link,Age,Position,2024-25,2025-26,2026-27,2027-28,2028-29
Aaron Gordon,https://www.spotrac.com/nba/player/_/id/15356,aaron-gordon,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,29,PF,$22841455,$22841455,$31978037,$34536280,$37094523
Aaron Holiday,https://www.spotrac.com/nba/player/_/id/26989,aaron-holiday,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,28,PG,$4668000,$4901400,UFA,,
Aaron Nesmith,https://www.spotrac.com/nba/player/_/id/70656,aaron-nesmith,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,25,SF,$11000000,$11000000,$11000000,UFA,
Aaron Wiggins,https://www.spotrac.com/nba/player/_/id/74162,aaron-wiggins,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,26,SG,$10514017,$9672897,$8831776,$7990655,$7990655
Adam Flagler,https://www.spotrac.com/nba/player/_/id/86081,adam-flagler,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,25,G,Two-Way,RFA,,,
Adama Sanogo,https://www.spotrac.com/nba/player/_/id/84939,adama-sanogo,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,22,PF,Two-Way,RFA,,,
Adem Bona,https://www.spotrac.com/nba/player/_/id/91790,adem-bona,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,21,C,$1157153,$1955377,$2296271,$2486995,UFA
AJ Green,https://www.spotrac.com/nba/player/_/id/78250,aj-green,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,25,SG,$2120693,$2301587,UFA,,
AJ Johnson,https://www.spotrac.com/nba/player/_/id/92952,aj-johnson,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,20,PG,$2795294,$3090480,$3237120,$5493394,RFA
Ajay Mitchell,https://www.spotrac.com/nba/player/_/id/92958,ajay-mitchell,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,22,PG,Two-Way,RFA,,,
Al Horford,https://www.spotrac.com/nba/player/_/id/2199,al-horford,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,38,C,$9500000,UFA,,,
Alec Burks,https://www.spotrac.com/nba/player/_/id/8063,alec-burks,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,33,SG,$2087519,UFA,,,
Alex Caruso,https://www.spotrac.com/nba/player/_/id/21076,alex-caruso,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,30,SG,$9890000,UFA,,,
Alex Ducas,https://www.spotrac.com/nba/player/_/id/94882,alex-ducas,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,24,G,Two-Way,RFA,,,
Alex Len,https://www.spotrac.com/nba/player/_/id/13318,alex-len,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,31,C,$2087519,UFA,,,
Alex Sarr,https://www.spotrac.com/nba/player/_/id/91734,alex-sarr,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,19,PF,$11245680,$11808240,$12370680,$15611798,RFA
Alondes Williams,https://www.spotrac.com/nba/player/_/id/78284,alondes-williams,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,25,G,Two-Way,Two-Way,RFA,,
Alperen Sengun,https://www.spotrac.com/nba/player/_/id/74123,alperen-sengun,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,22,C,$5424654,$33944954,$35642202,$37339450,$39036697
Amen Thompson,https://www.spotrac.com/nba/player/_/id/82199,amen-thompson,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,22,PG,$9249960,$9690600,$12258609,RFA,
Amir Coffey,https://www.spotrac.com/nba/player/_/id/32198,amir-coffey,LA Clippers,https://www.spotrac.com/nba/la-clippers/yearly,27,SG,$3938271,UFA,,,
Andre Drummond,https://www.spotrac.com/nba/player/_/id/10817,andre-drummond,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,31,C,$5000000,$5000000,UFA,,
Andre Jackson Jr.,https://www.spotrac.com/nba/player/_/id/82321,andre-jackson,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,23,SG,$1891857,$2221677,$2406205,UFA,
Andrew Nembhard,https://www.spotrac.com/nba/player/_/id/78137,andrew-nembhard,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,25,PG,$2019699,$18102000,$19550160,$20998320,UFA
Andrew Wiggins,https://www.spotrac.com/nba/player/_/id/15353,andrew-wiggins,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,29,SF,$26276786,$28223215,$30169644,UFA,
Anfernee Simons,https://www.spotrac.com/nba/player/_/id/26990,anfernee-simons,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,25,SG,$25892857,$27678571,UFA,,
Anthony Black,https://www.spotrac.com/nba/player/_/id/82203,anthony-black,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,21,SG,$7607760,$7970280,$10106316,RFA,
Anthony Davis,https://www.spotrac.com/nba/player/_/id/10809,anthony-davis,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,31,C,$43219440,$54126380,$58456490,$62786601,UFA
Anthony Edwards,https://www.spotrac.com/nba/player/_/id/70643,anthony-edwards,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,23,SG,$42176400,$45550512,$48924624,$52298736,$55672848
Anthony Gill,https://www.spotrac.com/nba/player/_/id/70741,anthony-gill,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,32,PF,$2087519,$2546675,UFA,,
Anton Watson,https://www.spotrac.com/nba/player/_/id/93961,anton-watson,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,24,PF,Two-Way,RFA,,,
Antonio Reeves,https://www.spotrac.com/nba/player/_/id/93956,antonio-reeves,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,24,SG,$1157153,$1955377,$2296271,RFA,
Ariel Hukporti,https://www.spotrac.com/nba/player/_/id/93962,ariel-hukporti,New York Knicks,https://www.spotrac.com/nba/new-york-knicks/yearly,22,C,$1064049,$1955377,RFA,,
Armel Traore,https://www.spotrac.com/nba/player/_/id/94489,armel-traore,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,22,SG,Two-Way,RFA,,,
Ausar Thompson,https://www.spotrac.com/nba/player/_/id/82200,ausar-thompson,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,22,SG,$8376000,$8775000,$11117925,RFA,
Austin Reaves,https://www.spotrac.com/nba/player/_/id/74218,austin-reaves,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,26,SG,$12976362,$13937574,$14898786,UFA,
Ayo Dosunmu,https://www.spotrac.com/nba/player/_/id/74145,ayo-dosunmu,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,25,PG,$7000000,$7518518,UFA,,
Bam Adebayo,https://www.spotrac.com/nba/player/_/id/23609,bam-adebayo,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,27,C,$34848340,$37096620,$51033600,$55116288,$59198976
Baylor Scheierman,https://www.spotrac.com/nba/player/_/id/91780,baylor-scheierman,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,24,SG,$2494320,$2619000,$2744040,$4952993,RFA
Ben Sheppard,https://www.spotrac.com/nba/player/_/id/84440,ben-sheppard,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,23,SF,$2663880,$2790720,$5031669,RFA,
Ben Simmons,https://www.spotrac.com/nba/player/_/id/20206,ben-simmons,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,28,PG,$40338144,UFA,,,
Bennedict Mathurin,https://www.spotrac.com/nba/player/_/id/78115,bennedict-mathurin,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,22,SG,$7245720,$9187573,RFA,,
Bilal Coulibaly,https://www.spotrac.com/nba/player/_/id/82317,bilal-coulibaly,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,20,SF,$6945240,$7275600,$9240012,RFA,
Blake Wesley,https://www.spotrac.com/nba/player/_/id/78132,blake-wesley,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,21,SG,$2624280,$4726328,RFA,,
Bobby Portis,https://www.spotrac.com/nba/player/_/id/17850,bobby-portis,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,29,PF,$12578286,$13445754,UFA,,
Bobi Klintman,https://www.spotrac.com/nba/player/_/id/91764,bobi-klintman,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,21,SF,$1257153,$1955377,$2296271,$2486995,UFA
Bogdan Bogdanovic,https://www.spotrac.com/nba/player/_/id/15379,bogdan-bogdanovic,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,32,SG,$17260000,$16020000,$16020000,UFA,
Bojan Bogdanovic,https://www.spotrac.com/nba/player/_/id/8083,bojan-bogdanovic,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,35,SF,$19032850,UFA,,,
Bol Bol,https://www.spotrac.com/nba/player/_/id/31603,bol-bol,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,25,PF,$2087519,UFA,,,
Boo Buie,https://www.spotrac.com/nba/player/_/id/95624,boo-buie,New York Knicks,https://www.spotrac.com/nba/new-york-knicks/yearly,25,G,Two-Way,RFA,,,
Bradley Beal,https://www.spotrac.com/nba/player/_/id/10811,bradley-beal,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,31,SG,$50203930,$53666270,$57128610,UFA,
Branden Carlson,https://www.spotrac.com/nba/player/_/id/94490,branden-carlson,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,25,C,$990895,RFA,,,
Brandin Podziemski,https://www.spotrac.com/nba/player/_/id/84438,brandin-podziemski,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,21,SG,$3519960,$3687960,$5679459,RFA,
Brandon Boston Jr,https://www.spotrac.com/nba/player/_/id/74158,brandon-boston,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,23,SG,Two-Way,RFA,,,
Brandon Clarke,https://www.spotrac.com/nba/player/_/id/31578,brandon-clarke,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,28,PF,$12500000,$12500000,$12500000,UFA,
Brandon Ingram,https://www.spotrac.com/nba/player/_/id/20207,brandon-ingram,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,27,SF,$36016200,UFA,,,
Brandon Miller,https://www.spotrac.com/nba/player/_/id/82197,brandon-miller,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,22,SF,$11424600,$11968800,$15104626,RFA,
Brandon Williams,https://www.spotrac.com/nba/player/_/id/75136,brandon-williams,Dallas Mavericks,https://www.spotrac.com/nba/dallas-mavericks/yearly,25,PG,Two-Way,RFA,,,
Brice Sensabaugh,https://www.spotrac.com/nba/player/_/id/82213,brice-sensabaugh,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,21,SF,$2571480,$2693760,$4862237,RFA,
Bronny James,https://www.spotrac.com/nba/player/_/id/92960,bronny-james,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,20,PG,$1157153,$1955377,$2296271,$2486995,UFA
Brook Lopez,https://www.spotrac.com/nba/player/_/id/6136,brook-lopez,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,36,C,$23000000,UFA,,,
Bruce Brown Jr.,https://www.spotrac.com/nba/player/_/id/27008,bruce-brown,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,28,SG,$23000000,UFA,,,
Bruno Fernando,https://www.spotrac.com/nba/player/_/id/31593,bruno-fernando,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,26,C,$2087519,UFA,,,
Bryce McGowens,https://www.spotrac.com/nba/player/_/id/78140,bryce-mcgowens,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,22,SG,Two-Way,RFA,,,
Bub Carrington,https://www.spotrac.com/nba/player/_/id/91766,bub-carrington,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,19,PG,$4454880,$4677600,$4900560,$7257730,RFA
Buddy Hield,https://www.spotrac.com/nba/player/_/id/20211,buddy-hield,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,32,SG,$8780488,$9219512,$9658536,$10097560,UFA
Cade Cunningham,https://www.spotrac.com/nba/player/_/id/74108,cade-cunningham,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,23,PG,$13940809,$38661750,$41754690,$44847630,$47940570
Caleb Houstan,https://www.spotrac.com/nba/player/_/id/78142,caleb-houstan,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,22,SF,$2019699,$2187699,UFA,,
Caleb Martin,https://www.spotrac.com/nba/player/_/id/32682,caleb-martin,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,29,SF,$8149001,$8556451,$8963901,$9371351,UFA
Cam Reddish,https://www.spotrac.com/nba/player/_/id/31567,cam-reddish,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,25,SF,$2463946,UFA,,,
Cam Spencer,https://www.spotrac.com/nba/player/_/id/93960,cam-spencer,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,24,SG,Two-Way,RFA,,,
Cam Whitmore,https://www.spotrac.com/nba/player/_/id/82202,cam-whitmore,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,20,SF,$3379080,$3539760,$5458310,RFA,
Cameron Christie,https://www.spotrac.com/nba/player/_/id/91777,cameron-christie,LA Clippers,https://www.spotrac.com/nba/la-clippers/yearly,19,SG,$1157153,$1955377,$2296271,$2486995,UFA
Cameron Johnson,https://www.spotrac.com/nba/player/_/id/31568,cameron-johnson,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,28,SF,$23625000,$21570652,$23625000,UFA,
Cameron Payne,https://www.spotrac.com/nba/player/_/id/17842,cameron-payne,New York Knicks,https://www.spotrac.com/nba/new-york-knicks/yearly,30,PG,$2087519,UFA,,,
Cameron Thomas,https://www.spotrac.com/nba/player/_/id/74134,cameron-thomas,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,23,SG,$4041249,RFA,,,
Caris LeVert,https://www.spotrac.com/nba/player/_/id/20225,caris-levert,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,30,SG,$16615384,UFA,,,
Cason Wallace,https://www.spotrac.com/nba/player/_/id/82207,cason-wallace,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,21,PG,$5555880,$5820240,$7420806,RFA,
Charles Bassey,https://www.spotrac.com/nba/player/_/id/74160,charles-bassey,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,24,C,$2087519,UFA,,,
Chet Holmgren,https://www.spotrac.com/nba/player/_/id/78108,chet-holmgren,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,22,C,$10880640,$13731368,RFA,,
Chris Boucher,https://www.spotrac.com/nba/player/_/id/23671,chris-boucher,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,32,PF,$10810000,UFA,,,
Chris Duarte,https://www.spotrac.com/nba/player/_/id/74120,chris-duarte,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,27,SF,$5893768,RFA,,,
Chris Livingston,https://www.spotrac.com/nba/player/_/id/84483,chris-livingston,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,21,SF,$1891857,$2221677,$2406205,UFA,
Chris Paul,https://www.spotrac.com/nba/player/_/id/2609,chris-paul,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,39,PG,$10460000,UFA,,,
Christian Braun,https://www.spotrac.com/nba/player/_/id/78148,christian-braun,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,23,SG,$3089640,$4921797,RFA,,
Christian Koloko,https://www.spotrac.com/nba/player/_/id/78131,christian-koloko,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,24,C,Two-Way,RFA,,,
Christian Wood,https://www.spotrac.com/nba/player/_/id/18218,christian-wood,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,29,C,$3036040,UFA,,,
C.J. McCollum,https://www.spotrac.com/nba/player/_/id/13323,cj-mccollum,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,33,SG,$33333333,$30666666,UFA,,
Clint Capela,https://www.spotrac.com/nba/player/_/id/15377,clint-capela,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,30,C,$22265280,UFA,,,
Coby White,https://www.spotrac.com/nba/player/_/id/31564,coby-white,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,24,PG,$12000000,$12888889,UFA,,
Cody Martin,https://www.spotrac.com/nba/player/_/id/31595,cody-martin,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,29,SF,$8120000,$8680000,UFA,,
Cody Williams,https://www.spotrac.com/nba/player/_/id/91752,cody-williams,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,20,SG,$5469120,$5742480,$6015600,$7669890,RFA
Cody Zeller,https://www.spotrac.com/nba/player/_/id/13317,cody-zeller,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,32,C,$3500000,$3675000,$3850000,UFA,
Colby Jones,https://www.spotrac.com/nba/player/_/id/82320,colby-jones,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,22,SG,$2120693,$2221677,$2406205,UFA,
Cole Anthony,https://www.spotrac.com/nba/player/_/id/70657,cole-anthony,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,24,PG,$12900000,$13100000,$13100000,UFA,
Cole Swider,https://www.spotrac.com/nba/player/_/id/78257,cole-swider,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,25,F,Two-Way,RFA,,,
Colin Castleton,https://www.spotrac.com/nba/player/_/id/84736,colin-castleton,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,24,PF,Two-Way,RFA,,,
Collin Gillespie,https://www.spotrac.com/nba/player/_/id/78276,collin-gillespie,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,25,PG,Two-Way,RFA,,,
Collin Sexton,https://www.spotrac.com/nba/player/_/id/26974,collin-sexton,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,26,PG,$18350000,$19175000,UFA,,
Corey Kispert,https://www.spotrac.com/nba/player/_/id/74122,corey-kispert,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,25,SF,$5705888,$13975000,$13975000,$13025000,$13025000
Cory Joseph,https://www.spotrac.com/nba/player/_/id/8080,cory-joseph,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,33,PG,$3303771,$3468960,UFA,,
Craig Porter Jr.,https://www.spotrac.com/nba/player/_/id/84768,craig-porter,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,24,G,$1891857,$2221677,$2406205,UFA,
Daishen Nix,https://www.spotrac.com/nba/player/_/id/74357,daishen-nix,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,22,PG,Two-Way,RFA,,,
Dalano Banton,https://www.spotrac.com/nba/player/_/id/74153,dalano-banton,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,25,PG,$2196970,UFA,,,
Dalen Terry,https://www.spotrac.com/nba/player/_/id/78128,dalen-terry,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,22,SG,$3510480,$5399118,RFA,,
Dalton Knecht,https://www.spotrac.com/nba/player/_/id/91749,dalton-knecht,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,23,SF,$3819120,$4010160,$4201080,$6452860,RFA
Damian Lillard,https://www.spotrac.com/nba/player/_/id/10814,damian-lillard,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,34,PG,$48787676,$54126380,$58456490,UFA,
Damion Lee,https://www.spotrac.com/nba/player/_/id/21063,damion-lee,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,32,SG,$2087519,UFA,,,
D'Angelo Russell,https://www.spotrac.com/nba/player/_/id/17830,dangelo-russell,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,28,PG,$18692307,UFA,,,
Daniel Gafford,https://www.spotrac.com/nba/player/_/id/31597,daniel-gafford,Dallas Mavericks,https://www.spotrac.com/nba/dallas-mavericks/yearly,26,C,$13394160,$14386320,UFA,,
Daniel Theis,https://www.spotrac.com/nba/player/_/id/23828,daniel-theis,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,32,C,$2087519,UFA,,,
Daniss Jenkins,https://www.spotrac.com/nba/player/_/id/94498,daniss-jenkins,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,23,G,Two-Way,RFA,,,
Dante Exum,https://www.spotrac.com/nba/player/_/id/15357,dante-exum,Dallas Mavericks,https://www.spotrac.com/nba/dallas-mavericks/yearly,29,PG,$3150000,UFA,,,
DaQuan Jeffries,https://www.spotrac.com/nba/player/_/id/32680,daquan-jeffries,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,27,SG,$2425404,$2743776,$3080918,UFA,
Dario Saric,https://www.spotrac.com/nba/player/_/id/15364,dario-saric,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,30,PF,$5168000,$5426400,UFA,,
Dariq Whitehead,https://www.spotrac.com/nba/player/_/id/82273,dariq-whitehead,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,20,SG,$3114240,$3262560,$5366912,RFA,
Darius Garland,https://www.spotrac.com/nba/player/_/id/31562,darius-garland,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,25,PG,$36725670,$39446090,$42166510,$44886930,UFA
DaRon Holmes II,https://www.spotrac.com/nba/player/_/id/91791,daron-holmes,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,22,PF,$3065640,$3218760,$3372120,$5547138,RFA
David Duke Jr.,https://www.spotrac.com/nba/player/_/id/74239,david-duke,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,25,SG,Two-Way,RFA,,,
David Jones,https://www.spotrac.com/nba/player/_/id/95272,david-jones,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,23,SF,Two-Way,RFA,,,
David Roddy,https://www.spotrac.com/nba/player/_/id/78149,david-roddy,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,23,PF,$2847240,UFA,UFA,,
Davion Mitchell,https://www.spotrac.com/nba/player/_/id/74116,davion-mitchell,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,26,PG,$6451077,RFA,,,
Day'Ron Sharpe,https://www.spotrac.com/nba/player/_/id/74136,dayron-sharpe,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,23,C,$3989122,RFA,,,
De'Aaron Fox,https://www.spotrac.com/nba/player/_/id/23600,deaaron-fox,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,27,PG,$34848340,$37096620,UFA,,
Dean Wade,https://www.spotrac.com/nba/player/_/id/31963,dean-wade,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,28,PF,$6166667,$6623456,UFA,,
Deandre Ayton,https://www.spotrac.com/nba/player/_/id/26967,deandre-ayton,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,26,C,$34005126,$35550814,UFA,,
De'Andre Hunter,https://www.spotrac.com/nba/player/_/id/31561,deandre-hunter,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,27,SF,$21696429,$23303571,$24910714,UFA,
DeAndre Jordan,https://www.spotrac.com/nba/player/_/id/6117,deandre-jordan,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,36,C,$2087519,UFA,,,
De'Anthony Melton,https://www.spotrac.com/nba/player/_/id/27012,deanthony-melton,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,26,SG,$12822000,UFA,,,
Dejounte Murray,https://www.spotrac.com/nba/player/_/id/20234,dejounte-murray,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,28,PG,$29517134,$31557102,$33597070,$31619503,UFA
Delon Wright,https://www.spotrac.com/nba/player/_/id/17848,delon-wright,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,32,PG,$2087519,UFA,,,
DeMar DeRozan,https://www.spotrac.com/nba/player/_/id/6327,demar-derozan,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,35,SF,$23400000,$24750000,$25740000,UFA,
Deni Avdija,https://www.spotrac.com/nba/player/_/id/70651,deni-avdija,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,24,SF,$15625000,$14375000,$13125000,$11875000,UFA
