"Player","Player Link","Player Key","Signed Using"
"Johnny Davis","https://www.spotrac.com/nba/player/_/id/78117","johnny-davis","Rookie Scale Exception"
"Johnny Furphy","https://www.spotrac.com/nba/player/_/id/91768","johnny-furphy","Second Round Exception"
"Johnny Juzang","https://www.spotrac.com/nba/player/_/id/78583","johnny-juzang","Early Bird Rights"
"Jonas Valanciunas","https://www.spotrac.com/nba/player/_/id/8055","jonas-valanciunas","Bird Rights"
"Jonathan Isaac","https://www.spotrac.com/nba/player/_/id/23601","jonathan-isaac","Bird Rights"
"Jonathan Kuminga","https://www.spotrac.com/nba/player/_/id/74114","jonathan-kuminga","Rookie Scale Exception"
"Jonathan Mogbo","https://www.spotrac.com/nba/player/_/id/92956","jonathan-mogbo","Second Round Exception"
"Jordan Clarkson","https://www.spotrac.com/nba/player/_/id/15398","jordan-clarkson","Bird Rights"
"Jordan Hawkins","https://www.spotrac.com/nba/player/_/id/82208","jordan-hawkins","Rookie Scale Exception"
"Jordan McLaughlin","https://www.spotrac.com/nba/player/_/id/27975","jordan-mclaughlin","Minimum"
"Jordan Poole","https://www.spotrac.com/nba/player/_/id/31587","jordan-poole","Bird Rights"
"Jordan Walsh","https://www.spotrac.com/nba/player/_/id/84467","jordan-walsh","Second Round Exception"
"Jose Alvarado","https://www.spotrac.com/nba/player/_/id/74331","jose-alvarado","Bird Rights"
"Josh Giddey","https://www.spotrac.com/nba/player/_/id/74113","josh-giddey","Rookie Scale Exception"
"Josh Green","https://www.spotrac.com/nba/player/_/id/70660","josh-green","Bird Rights"
"Josh Hart","https://www.spotrac.com/nba/player/_/id/23625","josh-hart",""
"Josh Minott","https://www.spotrac.com/nba/player/_/id/78156","josh-minott","Non-Taxpayer Mid-Level Exception"
"Josh Okogie","https://www.spotrac.com/nba/player/_/id/26986","josh-okogie","Early Bird Rights"
"Josh Richardson","https://www.spotrac.com/nba/player/_/id/17868","josh-richardson","Minimum"
"Jrue Holiday","https://www.spotrac.com/nba/player/_/id/6316","jrue-holiday","Bird Rights"
"Julian Champagnie","https://www.spotrac.com/nba/player/_/id/78268","julian-champagnie","Cap Space"
"Julian Phillips","https://www.spotrac.com/nba/player/_/id/84444","julian-phillips","Second Round Exception"
"Julian Strawther","https://www.spotrac.com/nba/player/_/id/84463","julian-strawther","Rookie Scale Exception"
"Julius Randle","https://www.spotrac.com/nba/player/_/id/15359","julius-randle","Bird Rights"
"Jusuf Nurkic","https://www.spotrac.com/nba/player/_/id/15368","jusuf-nurkic","Bird Rights"
"Karl-Anthony Towns","https://www.spotrac.com/nba/player/_/id/17829","karl-anthony-towns","Bird Rights"
"Karlo Matkovic","https://www.spotrac.com/nba/player/_/id/78144","karlo-matkovic","Second Round Exception"
"Kawhi Leonard","https://www.spotrac.com/nba/player/_/id/8066","kawhi-leonard","Bird Rights"
"Keegan Murray","https://www.spotrac.com/nba/player/_/id/78112","keegan-murray","Rookie Scale Exception"
"Keldon Johnson","https://www.spotrac.com/nba/player/_/id/31588","keldon-johnson","Bird Rights"
"Kel'el Ware","https://www.spotrac.com/nba/player/_/id/91767","kelel-ware","Rookie Scale Exception"
"Kelly Olynyk","https://www.spotrac.com/nba/player/_/id/13326","kelly-olynyk","Bird Rights"
"Kelly Oubre Jr.","https://www.spotrac.com/nba/player/_/id/17843","kelly-oubre","Room Mid-Level Exception"
"Kenrich Williams","https://www.spotrac.com/nba/player/_/id/27758","kenrich-williams","Bird Rights"
"Kentavious Caldwell-Pope","https://www.spotrac.com/nba/player/_/id/13321","kentavious-caldwell-pope","Cap Space"
"Kenyon Martin Jr.","https://www.spotrac.com/nba/player/_/id/70694","kenyon-martin","Bird Rights"
"Keon Ellis","https://www.spotrac.com/nba/player/_/id/78267","keon-ellis","Room Mid-Level Exception"
"Keon Johnson","https://www.spotrac.com/nba/player/_/id/74128","keon-johnson","Minimum"
"Kevin Durant","https://www.spotrac.com/nba/player/_/id/2717","kevin-durant","Bird Rights"
"Kevin Huerter","https://www.spotrac.com/nba/player/_/id/26985","kevin-huerter","Bird Rights"
"Kevin Love","https://www.spotrac.com/nba/player/_/id/6132","kevin-love","Early Bird Rights"
"Kevin Porter Jr.","https://www.spotrac.com/nba/player/_/id/31589","kevin-porter","Minimum"
"Kevon Looney","https://www.spotrac.com/nba/player/_/id/17858","kevon-looney","Bird Rights"
"Keyonte George","https://www.spotrac.com/nba/player/_/id/82209","keyonte-george","Rookie Scale Exception"
"Khris Middleton","https://www.spotrac.com/nba/player/_/id/10864","khris-middleton","Bird Rights"
"Klay Thompson","https://www.spotrac.com/nba/player/_/id/8062","klay-thompson","Bird Rights"
"Kobe Brown","https://www.spotrac.com/nba/player/_/id/84464","kobe-brown","Rookie Scale Exception"
"Kobe Bufkin","https://www.spotrac.com/nba/player/_/id/82271","kobe-bufkin","Rookie Scale Exception"
"Kris Dunn","https://www.spotrac.com/nba/player/_/id/20210","kris-dunn","Early Bird Rights"
"Kris Murray","https://www.spotrac.com/nba/player/_/id/82275","kris-murray","Rookie Scale Exception"
"Kristaps Porzingis","https://www.spotrac.com/nba/player/_/id/17832","kristaps-porzingis","Bird Rights"
"Kyle Anderson","https://www.spotrac.com/nba/player/_/id/15382","kyle-anderson","Bird Rights"
"Kyle Filipowski","https://www.spotrac.com/nba/player/_/id/91757","kyle-filipowski","Minimum"
"Kyle Kuzma","https://www.spotrac.com/nba/player/_/id/23622","kyle-kuzma","Bird Rights"
"Kyle Lowry","https://www.spotrac.com/nba/player/_/id/2536","kyle-lowry","Minimum"
"Kyrie Irving","https://www.spotrac.com/nba/player/_/id/8051","kyrie-irving","Bird Rights"
"Kyshawn George","https://www.spotrac.com/nba/player/_/id/91765","kyshawn-george","Rookie Scale Exception"
"LaMelo Ball","https://www.spotrac.com/nba/player/_/id/70645","lamelo-ball","Bird Rights"
"Larry Nance Jr.","https://www.spotrac.com/nba/player/_/id/17855","larry-nance","Bird Rights"
"Lauri Markkanen","https://www.spotrac.com/nba/player/_/id/23602","lauri-markkanen","Bird Rights"
"LeBron James","https://www.spotrac.com/nba/player/_/id/2257","lebron-james","Bird Rights"
"Leonard Miller","https://www.spotrac.com/nba/player/_/id/82215","leonard-miller","Second Round Exception"
"Lindy Waters III","https://www.spotrac.com/nba/player/_/id/75746","lindy-waters","Minimum"
"Lonzo Ball","https://www.spotrac.com/nba/player/_/id/23597","lonzo-ball","Bird Rights"
"Luguentz Dort","https://www.spotrac.com/nba/player/_/id/33033","luguentz-dort","Bird Rights"
"Luka Doncic","https://www.spotrac.com/nba/player/_/id/26969","luka-doncic","Bird Rights"
"Luka Garza","https://www.spotrac.com/nba/player/_/id/74159","luka-garza","Minimum"
"Luke Kennard","https://www.spotrac.com/nba/player/_/id/23607","luke-kennard","Bird Rights"
"Luke Kornet","https://www.spotrac.com/nba/player/_/id/23670","luke-kornet","Minimum"
"Malaki Branham","https://www.spotrac.com/nba/player/_/id/78120","malaki-branham","Rookie Scale Exception"
"Malcolm Brogdon","https://www.spotrac.com/nba/player/_/id/20242","malcolm-brogdon","Bird Rights"
"Malevy Leons","https://www.spotrac.com/nba/player/_/id/95611","malevy-leons","Minimum"
"Malik Beasley","https://www.spotrac.com/nba/player/_/id/20224","malik-beasley","Cap Space"
"Malik Monk","https://www.spotrac.com/nba/player/_/id/23606","malik-monk","Early Bird Rights"
"Marcus Sasser","https://www.spotrac.com/nba/player/_/id/84442","marcus-sasser","Rookie Scale Exception"
"Marcus Smart","https://www.spotrac.com/nba/player/_/id/15358","marcus-smart","Bird Rights"
"MarJon Beauchamp","https://www.spotrac.com/nba/player/_/id/78134","marjon-beauchamp","Rookie Scale Exception"
"Mark Williams","https://www.spotrac.com/nba/player/_/id/78121","mark-williams","Rookie Scale Exception"
"Markieff Morris","https://www.spotrac.com/nba/player/_/id/8064","markieff-morris","Minimum"
"Marvin Bagley III","https://www.spotrac.com/nba/player/_/id/26968","marvin-bagley","Bird Rights"
"Mason Plumlee","https://www.spotrac.com/nba/player/_/id/13335","mason-plumlee","Minimum"
"Matas Buzelis","https://www.spotrac.com/nba/player/_/id/91738","matas-buzelis","Rookie Scale Exception"
"Matisse Thybulle","https://www.spotrac.com/nba/player/_/id/31577","matisse-thybulle","Bird Rights"
"Matt Ryan","https://www.spotrac.com/nba/player/_/id/74472","matt-ryan","Minimum"
"Max Christie","https://www.spotrac.com/nba/player/_/id/78136","max-christie","Early Bird Rights"
"Max Strus","https://www.spotrac.com/nba/player/_/id/32411","max-strus","Bird Rights"
"Maxi Kleber","https://www.spotrac.com/nba/player/_/id/24212","maxi-kleber","Bird Rights"
"Maxwell Lewis","https://www.spotrac.com/nba/player/_/id/82318","maxwell-lewis","Second Round Exception"
"Michael Porter Jr.","https://www.spotrac.com/nba/player/_/id/26980","michael-porter","Bird Rights"
"Mikal Bridges","https://www.spotrac.com/nba/player/_/id/26976","mikal-bridges","Bird Rights"
"Mike Conley","https://www.spotrac.com/nba/player/_/id/2532","mike-conley","Bird Rights"
"Miles Bridges","https://www.spotrac.com/nba/player/_/id/26978","miles-bridges","Bird Rights"
"Miles McBride","https://www.spotrac.com/nba/player/_/id/74143","miles-mcbride","Bird Rights"
"Mitchell Robinson","https://www.spotrac.com/nba/player/_/id/27002","mitchell-robinson","Bird Rights"
"Mohamed Bamba","https://www.spotrac.com/nba/player/_/id/26972","mohamed-bamba","Minimum"
"Monte Morris","https://www.spotrac.com/nba/player/_/id/23652","monte-morris","Minimum"
"Moritz Wagner","https://www.spotrac.com/nba/player/_/id/26991","moritz-wagner","Bird Rights"
"Moses Moody","https://www.spotrac.com/nba/player/_/id/74121","moses-moody","Bird Rights"
"Mouhamed Gueye","https://www.spotrac.com/nba/player/_/id/84468","mouhamed-gueye","Second Round Exception"
"Myles Turner","https://www.spotrac.com/nba/player/_/id/17839","myles-turner","Bird Rights"
"Nah'Shon Hyland","https://www.spotrac.com/nba/player/_/id/74133","nahshon-hyland","Rookie Scale Exception"
"Naji Marshall","https://www.spotrac.com/nba/player/_/id/70704","naji-marshall","Non-Taxpayer Mid-Level Exception"
"Naz Reid","https://www.spotrac.com/nba/player/_/id/32045","naz-reid","Bird Rights"
"Neemias Queta","https://www.spotrac.com/nba/player/_/id/74146","neemias-queta","Non-Bird Rights"
"Nick Richards","https://www.spotrac.com/nba/player/_/id/70684","nick-richards","Early Bird Rights"
"Nick Smith Jr.","https://www.spotrac.com/nba/player/_/id/82206","nick-smith","Rookie Scale Exception"
"Nickeil Alexander-Walker","https://www.spotrac.com/nba/player/_/id/31574","nickeil-alexander-walker","Bird Rights"
"Nicolas Batum","https://www.spotrac.com/nba/player/_/id/6149","nicolas-batum","Bi-Annual Exception"
"Nicolas Claxton","https://www.spotrac.com/nba/player/_/id/31590","nicolas-claxton","Bird Rights"
"Nikola Jokic","https://www.spotrac.com/nba/player/_/id/15393","nikola-jokic","Bird Rights"
"Nikola Jovic","https://www.spotrac.com/nba/player/_/id/78135","nikola-jovic","Rookie Scale Exception"
"Nikola Topic","https://www.spotrac.com/nba/player/_/id/91737","nikola-topic","Rookie Scale Exception"
"Nikola Vucevic","https://www.spotrac.com/nba/player/_/id/8067","nikola-vucevic","Bird Rights"
"Noah Clowney","https://www.spotrac.com/nba/player/_/id/82214","noah-clowney","Rookie Scale Exception"
"Norman Powell","https://www.spotrac.com/nba/player/_/id/17874","norman-powell","Bird Rights"
"Obi Toppin","https://www.spotrac.com/nba/player/_/id/70650","obi-toppin","Bird Rights"
"Ochai Agbaji","https://www.spotrac.com/nba/player/_/id/78124","ochai-agbaji","Rookie Scale Exception"
"OG Anunoby","https://www.spotrac.com/nba/player/_/id/23618","og-anunoby","Bird Rights"
"Olivier-Maxence Prosper","https://www.spotrac.com/nba/player/_/id/84439","olivier-maxence-prosper","Rookie Scale Exception"
"Onyeka Okongwu","https://www.spotrac.com/nba/player/_/id/70648","onyeka-okongwu","Bird Rights"
"Orlando Robinson","https://www.spotrac.com/nba/player/_/id/78309","orlando-robinson","Minimum"
"Oso Ighodaro","https://www.spotrac.com/nba/player/_/id/93953","oso-ighodaro","Second Round Exception"
"Ousmane Dieng","https://www.spotrac.com/nba/player/_/id/78118","ousmane-dieng","Rookie Scale Exception"
"Pacome Dadiet","https://www.spotrac.com/nba/player/_/id/91782","pacome-dadiet","Rookie Scale Exception"
"Paolo Banchero","https://www.spotrac.com/nba/player/_/id/78110","paolo-banchero","Rookie Scale Exception"
"Pascal Siakam","https://www.spotrac.com/nba/player/_/id/20232","pascal-siakam","Bird Rights"
"Pat Connaughton","https://www.spotrac.com/nba/player/_/id/17869","pat-connaughton","Bird Rights"
"Patrick Baldwin Jr.","https://www.spotrac.com/nba/player/_/id/78139","patrick-baldwin","Rookie Scale Exception"
"Patrick Williams","https://www.spotrac.com/nba/player/_/id/70646","patrick-williams","Bird Rights"
"Patty Mills","https://www.spotrac.com/nba/player/_/id/6322","patty-mills","Minimum"
"Paul George","https://www.spotrac.com/nba/player/_/id/6892","paul-george","Cap Space"
"Paul Reed","https://www.spotrac.com/nba/player/_/id/70700","paul-reed","Bird Rights"
"Payton Pritchard","https://www.spotrac.com/nba/player/_/id/70668","payton-pritchard","Bird Rights"
"Pelle Larsson","https://www.spotrac.com/nba/player/_/id/91787","pelle-larsson","Second Round Exception"
"Peyton Watson","https://www.spotrac.com/nba/player/_/id/78138","peyton-watson","Rookie Scale Exception"
"P.J. Dozier","https://www.spotrac.com/nba/player/_/id/23668","pj-dozier","Minimum"
"P.J. Tucker","https://www.spotrac.com/nba/player/_/id/11059","pj-tucker","Non-Taxpayer Mid-Level Exception"
"PJ Washington","https://www.spotrac.com/nba/player/_/id/31569","pj-washington","Bird Rights"
"Precious Achiuwa","https://www.spotrac.com/nba/player/_/id/70662","precious-achiuwa","Bird Rights"
"Quentin Grimes","https://www.spotrac.com/nba/player/_/id/74132","quentin-grimes","Rookie Scale Exception"
"Rayan Rupert","https://www.spotrac.com/nba/player/_/id/82212","rayan-rupert","Second Round Exception"
"Reed Sheppard","https://www.spotrac.com/nba/player/_/id/91739","reed-sheppard","Rookie Scale Exception"
"Reggie Jackson","https://www.spotrac.com/nba/player/_/id/8075","reggie-jackson","Minimum"
"Richaun Holmes","https://www.spotrac.com/nba/player/_/id/17865","richaun-holmes","Bird Rights"
"Ricky Council IV","https://www.spotrac.com/nba/player/_/id/84718","ricky-council","Non-Taxpayer Mid-Level Exception"
"R.J. Barrett","https://www.spotrac.com/nba/player/_/id/31560","rj-barrett","Bird Rights"
"Rob Dillingham","https://www.spotrac.com/nba/player/_/id/91736","rob-dillingham","Rookie Scale Exception"
"Robert Williams III","https://www.spotrac.com/nba/player/_/id/26993","robert-williams","Bird Rights"
"Ron Holland II","https://www.spotrac.com/nba/player/_/id/91751","ron-holland","Rookie Scale Exception"
"Royce O'Neale","https://www.spotrac.com/nba/player/_/id/24240","royce-oneale","Bird Rights"
"Rudy Gobert","https://www.spotrac.com/nba/player/_/id/13340","rudy-gobert","Bird Rights"
"Rui Hachimura","https://www.spotrac.com/nba/player/_/id/31566","rui-hachimura","Bird Rights"
"Russell Westbrook","https://www.spotrac.com/nba/player/_/id/6141","russell-westbrook","Minimum"
"Ryan Dunn","https://www.spotrac.com/nba/player/_/id/91771","ryan-dunn","Rookie Scale Exception"
"Saddiq Bey","https://www.spotrac.com/nba/player/_/id/70661","saddiq-bey","Non-Taxpayer Mid-Level Exception"
"Sam Hauser","https://www.spotrac.com/nba/player/_/id/74311","sam-hauser","Bird Rights"
"Sam Merrill","https://www.spotrac.com/nba/player/_/id/70702","sam-merrill","Non-Taxpayer Mid-Level Exception"
"Sandro Mamukelashvili","https://www.spotrac.com/nba/player/_/id/74161","sandro-mamukelashvili","Minimum"
"Santi Aldama","https://www.spotrac.com/nba/player/_/id/74137","santi-aldama","Rookie Scale Exception"
"Scoot Henderson","https://www.spotrac.com/nba/player/_/id/82198","scoot-henderson","Rookie Scale Exception"
"Scottie Barnes","https://www.spotrac.com/nba/player/_/id/74111","scottie-barnes","Bird Rights"
"Scotty Pippen Jr.","https://www.spotrac.com/nba/player/_/id/78256","scotty-pippen","Non-Taxpayer Mid-Level Exception"
"Seth Curry","https://www.spotrac.com/nba/player/_/id/13512","seth-curry","Minimum"
"Shaedon Sharpe","https://www.spotrac.com/nba/player/_/id/78113","shaedon-sharpe","Rookie Scale Exception"
"Shai Gilgeous-Alexander","https://www.spotrac.com/nba/player/_/id/26977","shai-gilgeous-alexander","Bird Rights"
"Shake Milton","https://www.spotrac.com/nba/player/_/id/27020","shake-milton","Non-Bird Rights"
"Sidy Cissoko","https://www.spotrac.com/nba/player/_/id/84471","sidy-cissoko","Cap Space"
"Simone Fontecchio","https://www.spotrac.com/nba/player/_/id/78654","simone-fontecchio","Early Bird Rights"
"Spencer Dinwiddie","https://www.spotrac.com/nba/player/_/id/15390","spencer-dinwiddie","Minimum"
"Stephen Curry","https://www.spotrac.com/nba/player/_/id/6287","stephen-curry","Bird Rights"
"Stephon Castle","https://www.spotrac.com/nba/player/_/id/91750","stephon-castle","Rookie Scale Exception"
"Steven Adams","https://www.spotrac.com/nba/player/_/id/13325","steven-adams","Bird Rights"
"Sviatoslav Mykhailiuk","https://www.spotrac.com/nba/player/_/id/27013","sviatoslav-mykhailiuk","Cap Space"
"Taj Gibson","https://www.spotrac.com/nba/player/_/id/6278","taj-gibson","Minimum"
"Talen Horton-Tucker","https://www.spotrac.com/nba/player/_/id/31605","talen-horton-tucker","Minimum"
"Tari Eason","https://www.spotrac.com/nba/player/_/id/78123","tari-eason","Rookie Scale Exception"
"Taurean Prince","https://www.spotrac.com/nba/player/_/id/20217","taurean-prince","Minimum"
"Taylor Hendricks","https://www.spotrac.com/nba/player/_/id/82205","taylor-hendricks","Rookie Scale Exception"
"Terance Mann","https://www.spotrac.com/nba/player/_/id/31607","terance-mann",""
"Terrence Shannon Jr.","https://www.spotrac.com/nba/player/_/id/91774","terrence-shannon","Rookie Scale Exception"
"Terry Rozier","https://www.spotrac.com/nba/player/_/id/17844","terry-rozier","Bird Rights"
"Thomas Bryant","https://www.spotrac.com/nba/player/_/id/23643","thomas-bryant","Minimum"
"Tidjane Salaun","https://www.spotrac.com/nba/player/_/id/91756","tidjane-salaun","Rookie Scale Exception"
"Tim Hardaway Jr.","https://www.spotrac.com/nba/player/_/id/13337","tim-hardaway","Bird Rights"
"T.J. McConnell","https://www.spotrac.com/nba/player/_/id/18252","tj-mcconnell","Bird Rights"
"Tobias Harris","https://www.spotrac.com/nba/player/_/id/8070","tobias-harris","Cap Space"
"Torrey Craig","https://www.spotrac.com/nba/player/_/id/24230","torrey-craig","Minimum"
"Toumani Camara","https://www.spotrac.com/nba/player/_/id/84478","toumani-camara","Second Round Exception"
"Trae Young","https://www.spotrac.com/nba/player/_/id/26971","trae-young","Bird Rights"
"Trayce Jackson-Davis","https://www.spotrac.com/nba/player/_/id/84443","trayce-jackson-davis","Second Round Exception"
"Tre Jones","https://www.spotrac.com/nba/player/_/id/70683","tre-jones","Bird Rights"
"Tre Mann","https://www.spotrac.com/nba/player/_/id/74125","tre-mann","Rookie Scale Exception"
"Trendon Watford","https://www.spotrac.com/nba/player/_/id/74232","trendon-watford","Bird Rights"
"Trey Lyles","https://www.spotrac.com/nba/player/_/id/17840","trey-lyles","Early Bird Rights"
"Trey Murphy III","https://www.spotrac.com/nba/player/_/id/74124","trey-murphy","Bird Rights"
"Tristan Da Silva","https://www.spotrac.com/nba/player/_/id/91759","tristan-da-silva","Rookie Scale Exception"
"Tristan Thompson","https://www.spotrac.com/nba/player/_/id/8054","tristan-thompson","Minimum"
"Ty Jerome","https://www.spotrac.com/nba/player/_/id/31582","ty-jerome","Bi-Annual Exception"
"Tyler Herro","https://www.spotrac.com/nba/player/_/id/31570","tyler-herro","Bird Rights"
"Tyler Kolek","https://www.spotrac.com/nba/player/_/id/91769","tyler-kolek","Second Round Exception"
"Tyler Smith","https://www.spotrac.com/nba/player/_/id/91762","tyler-smith","Second Round Exception"
"Tyrese Haliburton","https://www.spotrac.com/nba/player/_/id/70654","tyrese-haliburton","Bird Rights"
"Tyrese Maxey","https://www.spotrac.com/nba/player/_/id/70663","tyrese-maxey","Bird Rights"
"Tyus Jones","https://www.spotrac.com/nba/player/_/id/17852","tyus-jones","Minimum"
"Vasilije Micic","https://www.spotrac.com/nba/player/_/id/15404","vasilije-micic","Room Mid-Level Exception"
"Victor Wembanyama","https://www.spotrac.com/nba/player/_/id/82196","victor-wembanyama","Rookie Scale Exception"
"Vincent Williams Jr.","https://www.spotrac.com/nba/player/_/id/78158","vincent-williams","Non-Taxpayer Mid-Level Exception"
"Vit Krejci","https://www.spotrac.com/nba/player/_/id/70679","vit-krejci","Non-Taxpayer Mid-Level Exception"
"Vlatko Cancar","https://www.spotrac.com/nba/player/_/id/23650","vlatko-cancar","Minimum"
"Walker Kessler","https://www.spotrac.com/nba/player/_/id/78133","walker-kessler","Rookie Scale Exception"
"Wendell Carter Jr.","https://www.spotrac.com/nba/player/_/id/26973","wendell-carter","Bird Rights"
"Wendell Moore Jr.","https://www.spotrac.com/nba/player/_/id/78145","wendell-moore","Rookie Scale Exception"
"Xavier Tillman","https://www.spotrac.com/nba/player/_/id/70677","xavier-tillman","Minimum"
"Yves Missi","https://www.spotrac.com/nba/player/_/id/91761","yves-missi","Rookie Scale Exception"
"Zaccharie Risacher","https://www.spotrac.com/nba/player/_/id/91733","zaccharie-risacher","Rookie Scale Exception"
"Zach Collins","https://www.spotrac.com/nba/player/_/id/23605","zach-collins","Bird Rights"
"Zach Edey","https://www.spotrac.com/nba/player/_/id/91755","zach-edey","Rookie Scale Exception"
"Zach LaVine","https://www.spotrac.com/nba/player/_/id/15365","zach-lavine","Bird Rights"
"Zeke Nnaji","https://www.spotrac.com/nba/player/_/id/70664","zeke-nnaji","Bird Rights"
"Ziaire Williams","https://www.spotrac.com/nba/player/_/id/74117","ziaire-williams","Rookie Scale Exception"
"Zion Williamson","https://www.spotrac.com/nba/player/_/id/31558","zion-williamson","Bird Rights"
